State,PC No,Constituency,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
ODISHA,15,KENDRAPARA,7,SRIRAM PANDEY,INDEPENDENT,1397,2,1399,0.11
ODISHA,15,KENDRAPARA,8,SANTOSH KUMAR PATRA,INDEPENDENT,1370,3,1373,0.11
ODISHA,15,KENDRAPARA,9,PRATAP CHANDRA MOHANTY,INDEPENDENT,1088,7,1095,0.09
ODISHA,15,KENDRAPARA,10,PRANGYAN PRAKASH MOHAPATRA,ODISHA JANATA PARTY,910,2,912,0.07
ODISHA,15,KENDRAPARA,11,NOTA,NONE OF THE ABOVE,5807,8,5815,0.46
ODISHA,16,JAGATSINGHPUR,1,BIBHU PRASAD TARAI,BHARATIYA JANATA PARTY,585672,3421,589093,45.8
ODISHA,16,JAGATSINGHPUR,2,DR. RAJASHREE MALLICK,BIJU JANATA DAL,546443,1954,548397,42.63
ODISHA,16,JAGATSINGHPUR,3,RABINDRA KUMAR SETHY,INDIAN NATIONAL CONGRESS,122875,695,123570,9.61
ODISHA,16,JAGATSINGHPUR,4,RAMESH CHANDRA SETHY,COMMUNIST PARTY OF INDIA,8112,18,8130,0.63
ODISHA,16,JAGATSINGHPUR,5,PEEYUUSH DAS,AMBEDKARITE PARTY OF INDIA,3225,5,3230,0.25
ODISHA,16,JAGATSINGHPUR,6,BIBHUTI BHUSAN MAJHI,BAHUJAN SAMAJ PARTY,2718,22,2740,0.21
ODISHA,16,JAGATSINGHPUR,7,MAHESWAR DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2374,10,2384,0.19
ODISHA,16,JAGATSINGHPUR,8,SANKAR DAS,INDEPENDENT,1476,12,1488,0.12
ODISHA,16,JAGATSINGHPUR,9,SILI MALLICK,SAMRUDDHA ODISHA,924,6,930,0.07
ODISHA,16,JAGATSINGHPUR,10,ARJUNA CHARAN BEHERA,INDEPENDENT,758,8,766,0.06
ODISHA,16,JAGATSINGHPUR,11,BHANUMATI DAS,UTKAL SAMAJ,674,3,677,0.05
ODISHA,16,JAGATSINGHPUR,12,NOTA,NONE OF THE ABOVE,4852,30,4882,0.38
ODISHA,17,PURI,1,SAMBIT PATRA,BHARATIYA JANATA PARTY,625372,3958,629330,52.58
ODISHA,17,PURI,2,ARUP MOHAN PATNAIK,BIJU JANATA DAL,523036,1585,524621,43.83
ODISHA,17,PURI,3,JAYANARAYAN PATTANAYAK,INDIAN NATIONAL CONGRESS,24066,276,24342,2.03
ODISHA,17,PURI,4,SANTANU KUMAR DAS,BAHUJAN SAMAJ PARTY,3918,11,3929,0.33
ODISHA,17,PURI,5,SUBASH CHANDRA BHOI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3257,9,3266,0.27
ODISHA,17,PURI,6,SOBHA PANDEY,INDEPENDENT,2212,17,2229,0.19
ODISHA,17,PURI,7,DILLIP KUMAR BARAL,INDEPENDENT,1605,6,1611,0.13
ODISHA,17,PURI,8,NOTA,NONE OF THE ABOVE,7568,42,7610,0.64
ODISHA,18,BHUBANESWAR,1,APARAJITA SARANGI,BHARATIYA JANATA PARTY,509567,2952,512519,47.36
ODISHA,18,BHUBANESWAR,2,MANMATH KUMAR ROUTRAY,BIJU JANATA DAL,475990,1377,477367,44.11
ODISHA,18,BHUBANESWAR,3,SYED YASHIR NAWAZ,INDIAN NATIONAL CONGRESS,66045,317,66362,6.13
ODISHA,18,BHUBANESWAR,4,SURESH CHANDRA PANIGRAHY,COMMUNIST PARTY OF INDIA  (MARXIST),4134,14,4148,0.38
ODISHA,18,BHUBANESWAR,5,HULAS SENAPATI,INDEPENDENT,2248,3,2251,0.21
ODISHA,18,BHUBANESWAR,6,KISHOR KUMAR SUTAR,INDEPENDENT,2202,1,2203,0.2
ODISHA,18,BHUBANESWAR,7,SUDHANSU SEKHAR DAS,INDEPENDENT,1751,7,1758,0.16
ODISHA,18,BHUBANESWAR,8,SANTOSH KUMAR MISHRA,INDEPENDENT,1738,6,1744,0.16
ODISHA,18,BHUBANESWAR,9,SANGEETA PATTANAIK,ODISHA JANATA PARTY,1528,2,1530,0.14
ODISHA,18,BHUBANESWAR,10,PRADEEP KUMAR SAHOO,KALINGA SENA,1495,8,1503,0.14
ODISHA,18,BHUBANESWAR,11,SANTILATA ROUT,SUPREME ZERO PARTY OF BHARAT,1437,4,1441,0.13
ODISHA,18,BHUBANESWAR,12,NATABAR MAHARANA,BHARATIYA BIKASH PARISHAD,1080,7,1087,0.1
ODISHA,18,BHUBANESWAR,13,NOTA,NONE OF THE ABOVE,8261,41,8302,0.77
ODISHA,19,ASKA,1,ANITA SUBHADARSHINI,BHARATIYA JANATA PARTY,493032,1194,494226,48.55
ODISHA,19,ASKA,2,RANJITA SAHU,BIJU JANATA DAL,393759,493,394252,38.73
ODISHA,19,ASKA,3,DEBAKANTA SARMA,INDIAN NATIONAL CONGRESS,75108,147,75255,7.39
ODISHA,19,ASKA,4,SANJAYA KUMAR BISHOYI,INDEPENDENT,11234,6,11240,1.1
ODISHA,19,ASKA,5,PAPUNU SAHU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),8671,2,8673,0.85
ODISHA,19,ASKA,6,PITABAS SAHU,SANATAN SANSKRITI RAKSHA DAL,6888,0,6888,0.68
ODISHA,19,ASKA,7,BRUNDABANA NAHAK,BAHUJAN SAMAJ PARTY,5430,9,5439,0.53
ODISHA,19,ASKA,8,NOTA,NONE OF THE ABOVE,21925,16,21941,2.16
ODISHA,20,BERHAMPUR,1,DR. PRADEEP KUMAR PANIGRAHY,BHARATIYA JANATA PARTY,510585,2517,513102,49.2
ODISHA,20,BERHAMPUR,2,BHRUGU BAXIPATRA,BIJU JANATA DAL,346780,846,347626,33.33
ODISHA,20,BERHAMPUR,3,RASMI RANJAN PATNAIK,INDIAN NATIONAL CONGRESS,129096,648,129744,12.44
ODISHA,20,BERHAMPUR,4,V CHANDRA SHEKHAR,INDEPENDENT,8376,3,8379,0.8
ODISHA,20,BERHAMPUR,5,BHASKAR CHAUDHORY,BAHUJAN SAMAJ PARTY,5198,13,5211,0.5
ODISHA,20,BERHAMPUR,6,SOMANATH BEHERA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),5121,14,5135,0.49
ODISHA,20,BERHAMPUR,7,SIRIN TAMMANA,INDEPENDENT,5069,9,5078,0.49
ODISHA,20,BERHAMPUR,8,BOMMALI KANTA RAO,NABA BHARATA NIRMANA SEVA PARTY,4190,11,4201,0.4
ODISHA,20,BERHAMPUR,9,RAM SANKAR SATAPATHY,INDEPENDENT,3869,2,3871,0.37
ODISHA,20,BERHAMPUR,10,RAJENDRA DALABEHERA,BHARATIYA BIKASH PARISHAD,2335,8,2343,0.22
ODISHA,20,BERHAMPUR,11,SANTOSH KUMAR SAHU,ALL INDIA FORWARD BLOC,2284,7,2291,0.22
ODISHA,20,BERHAMPUR,12,NOTA,NONE OF THE ABOVE,15903,39,15942,1.53
ODISHA,21,KORAPUT,1,SAPTAGIRI SANKAR ULAKA,INDIAN NATIONAL CONGRESS,469295,2098,471393,41.03
ODISHA,21,KORAPUT,2,KAUSALYA HIKAKA,BIJU JANATA DAL,322797,852,323649,28.17
ODISHA,21,KORAPUT,3,KALIRAM MAJHI,BHARATIYA JANATA PARTY,230792,1722,232514,20.24
ODISHA,21,KORAPUT,4,DAMINI JANI,BAHUJAN SAMAJ PARTY,15373,54,15427,1.34
ODISHA,21,KORAPUT,5,PRAKASH HIKAKA,COMMUNIST PARTY OF INDIA  (MARXIST-LENINIST)  (LIBERATION),14847,5,14852,1.29
ODISHA,21,KORAPUT,6,LASU HANTAL,INDEPENDENT,14362,11,14373,1.25
ODISHA,21,KORAPUT,7,RAGHUMANI GOMANGO,INDEPENDENT,10528,12,10540,0.92
ODISHA,21,KORAPUT,8,ABINASH GOMANGO,INDEPENDENT,10258,16,10274,0.89
ODISHA,21,KORAPUT,9,SUMAN KANTA,NABA BHARATA NIRMANA SEVA PARTY,8386,10,8396,0.73
ODISHA,21,KORAPUT,10,SANTOSH KUMAR BIDIKA,REPUBLICAN PARTY OF INDIA (A),5413,2,5415,0.47
ODISHA,21,KORAPUT,11,PRAMILA PUJARI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4866,12,4878,0.42
ODISHA,21,KORAPUT,12,NOTA,NONE OF THE ABOVE,37106,25,37131,3.23
PUNJAB,1,GURDASPUR,1,SUKHJINDER SINGH RANDHAWA,INDIAN NATIONAL CONGRESS,361713,2330,364043,33.78
PUNJAB,1,GURDASPUR,2,DINESH SINGH BABBU,BHARATIYA JANATA PARTY,278701,2481,281182,26.09
PUNJAB,1,GURDASPUR,3,AMANSHER SINGH (SHERY KALSI),AAM AADMI PARTY,275416,1836,277252,25.72
PUNJAB,1,GURDASPUR,4,DR. DALJIT SINGH CHEEMA,SHIROMANI AKALI DAL,85194,306,85500,7.93
PUNJAB,1,GURDASPUR,5,GURINDER SINGH BAJWA,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),25425,340,25765,2.39
PUNJAB,1,GURDASPUR,6,SANT SEWAK,INDEPENDENT,5950,2,5952,0.55
PUNJAB,1,GURDASPUR,7,RAJ KUMAR,BAHUJAN SAMAJ PARTY,4859,71,4930,0.46
PUNJAB,1,GURDASPUR,8,SANTOSH KAUR,INDEPENDENT,4733,5,4738,0.44
PUNJAB,1,GURDASPUR,9,SAMUEL SONI,INDEPENDENT,4427,13,4440,0.41
PUNJAB,1,GURDASPUR,10,SURJIT SINGH,INDEPENDENT,3372,1,3373,0.31
PUNJAB,1,GURDASPUR,11,SANJEEV SINGH,INDEPENDENT,2172,6,2178,0.2
PUNJAB,1,GURDASPUR,12,SURINDER SINGH,INDEPENDENT,1775,7,1782,0.17
PUNJAB,1,GURDASPUR,13,GURPREET KAUR BAJWA,INDEPENDENT,1688,21,1709,0.16
PUNJAB,1,GURDASPUR,14,SANJEEV MANHAS,INDEPENDENT,1634,1,1635,0.15
PUNJAB,1,GURDASPUR,15,ROBI MASIH,INDEPENDENT,1509,2,1511,0.14
PUNJAB,1,GURDASPUR,16,SANTOSH KUMARI,MEGH DESHAM PARTY,1171,23,1194,0.11
PUNJAB,1,GURDASPUR,17,RAMESH KUMAR TOLLA,BHARATHEEYA JAWAN KISAN PARTY,1085,13,1098,0.1
PUNJAB,1,GURDASPUR,18,AMIT AGGARWAL,INDEPENDENT,920,4,924,0.09
PUNJAB,1,GURDASPUR,19,TARSEM MASIH SAHOTA,INDEPENDENT,878,7,885,0.08
PUNJAB,1,GURDASPUR,20,TILAK RAJ,INDEPENDENT,802,3,805,0.07
PUNJAB,1,GURDASPUR,21,RANJODH SINGH,JAN SEWA DRIVER PARTY,776,13,789,0.07
PUNJAB,1,GURDASPUR,22,I.S.GULATI,INDEPENDENT,696,3,699,0.06
PUNJAB,1,GURDASPUR,23,RAMESH LAL,NATIONAL REPUBLIC PARTY OF INDIA,653,4,657,0.06
PUNJAB,1,GURDASPUR,24,JAGDISH MASIH,INDEPENDENT,545,1,546,0.05
PUNJAB,1,GURDASPUR,25,JATINDER KUMAR SHARMA,BHARTIYA RASHTRIYA DAL,456,5,461,0.04
PUNJAB,1,GURDASPUR,26,DARBARA SINGH,NATIONALIST JUSTICE PARTY,415,9,424,0.04
PUNJAB,1,GURDASPUR,27,NOTA,NONE OF THE ABOVE,3289,65,3354,0.31
PUNJAB,2,AMRITSAR,1,GURJEET SINGH AUJLA,INDIAN NATIONAL CONGRESS,254414,767,255181,28.18
PUNJAB,2,AMRITSAR,2,KULDEEP SINGH DHALIWAL,AAM AADMI PARTY,214268,612,214880,23.73
PUNJAB,2,AMRITSAR,3,TARANJIT SINGH SANDHU SAMUNDRI,BHARATIYA JANATA PARTY,206832,373,207205,22.88
PUNJAB,2,AMRITSAR,4,ANIL JOSHI,SHIROMANI AKALI DAL,162686,210,162896,17.99
PUNJAB,2,AMRITSAR,5,EMAAN SINGH MANN,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),26584,212,26796,2.96
PUNJAB,2,AMRITSAR,6,SATBIR SINGH  JAMMU,INDEPENDENT,3394,5,3399,0.38
PUNJAB,2,AMRITSAR,7,VISHAL SIDHU,BAHUJAN SAMAJ PARTY,2713,20,2733,0.3
PUNJAB,2,AMRITSAR,8,DASWINDER KAUR,COMMUNIST PARTY OF INDIA,2468,13,2481,0.27
PUNJAB,2,AMRITSAR,9,SHARANJIT KAUR,INDEPENDENT,2456,4,2460,0.27
PUNJAB,2,AMRITSAR,10,AMANPREET SINGH MAHADIPUR,INDEPENDENT,2353,9,2362,0.26
PUNJAB,2,AMRITSAR,11,GURINDER SINGH SABHI GILL,INDEPENDENT,2124,5,2129,0.24
PUNJAB,2,AMRITSAR,12,SAHIB SINGH,INDEPENDENT,1987,1,1988,0.22
PUNJAB,2,AMRITSAR,13,SHAMSHER SINGH SHERA,INDEPENDENT,1504,3,1507,0.17
PUNJAB,2,AMRITSAR,14,SHAM LAL GANDHI,INDEPENDENT,1487,0,1487,0.16
PUNJAB,2,AMRITSAR,15,LOVEPREET SHARMA,AAS PUNJAB PARTY,1372,3,1375,0.15
PUNJAB,2,AMRITSAR,16,MASTER HARJINDER PAL,INDEPENDENT,1358,0,1358,0.15
PUNJAB,2,AMRITSAR,17,JASPAL MASIH,INDEPENDENT,1223,4,1227,0.14
PUNJAB,2,AMRITSAR,18,RESHAM SINGH,INDEPENDENT,1130,3,1133,0.13
PUNJAB,2,AMRITSAR,19,BAL KRISHAN SHARMA,INDEPENDENT,1106,1,1107,0.12
PUNJAB,2,AMRITSAR,20,SIMRANPREET SINGH,INDEPENDENT,1104,2,1106,0.12
PUNJAB,2,AMRITSAR,21,NARINDER KAUR,AAM JANTA PARTY (INDIA),1064,33,1097,0.12
PUNJAB,2,AMRITSAR,22,DILDAR MASIH,SHIROMANI LOK DAL PARTY,1042,2,1044,0.12
PUNJAB,2,AMRITSAR,23,RAJINDER KUMAR SHARMA,INDEPENDENT,899,1,900,0.1
PUNJAB,2,AMRITSAR,24,BALWINDER SINGH,INDEPENDENT,854,3,857,0.09
PUNJAB,2,AMRITSAR,25,GURPREET SINGH RATTAN,REPUBLICAN PARTY OF INDIA (ATHAWALE),735,3,738,0.08
PUNJAB,2,AMRITSAR,26,DR RAMESH KUMAR,SACHO SACH PARTY,650,2,652,0.07
PUNJAB,2,AMRITSAR,27,GAGANDEEP,INDEPENDENT,608,2,610,0.07
PUNJAB,2,AMRITSAR,28,PRITHVI PAL,INDEPENDENT,434,0,434,0.05
PUNJAB,2,AMRITSAR,29,NEELAM,INDEPENDENT,404,5,409,0.05
PUNJAB,2,AMRITSAR,30,DILBAGH SINGH,INDEPENDENT,388,3,391,0.04
PUNJAB,2,AMRITSAR,31,NOTA,NONE OF THE ABOVE,3685,29,3714,0.41
PUNJAB,3,KHADOOR SAHIB,1,AMRITPAL SINGH,INDEPENDENT,402600,1830,404430,38.62
PUNJAB,3,KHADOOR SAHIB,2,KULBIR SINGH ZIRA,INDIAN NATIONAL CONGRESS,206286,1024,207310,19.8
PUNJAB,3,KHADOOR SAHIB,3,LALJIT SINGH BHULLAR,AAM AADMI PARTY,194160,676,194836,18.61
PUNJAB,3,KHADOOR SAHIB,4,VIRSA SINGH VALTOHA,SHIROMANI AKALI DAL,86291,125,86416,8.25
PUNJAB,3,KHADOOR SAHIB,5,MANJIT SINGH MANNA,BHARATIYA JANATA PARTY,85810,563,86373,8.25
PUNJAB,3,KHADOOR SAHIB,6,PARAMJIT SINGH,INDEPENDENT,12522,3,12525,1.2
PUNJAB,3,KHADOOR SAHIB,7,CHAIN SINGH BAINKA,AAS PUNJAB PARTY,6728,11,6739,0.64
PUNJAB,3,KHADOOR SAHIB,8,SATNAM SINGH,BAHUJAN SAMAJ PARTY,5021,45,5066,0.48
PUNJAB,3,KHADOOR SAHIB,9,SARABJIT SINGH,INDEPENDENT,4835,1,4836,0.46
PUNJAB,3,KHADOOR SAHIB,10,GURDIAL SINGH,COMMUNIST PARTY OF INDIA,3945,7,3952,0.38
PUNJAB,3,KHADOOR SAHIB,11,ANOKH SINGH KATWAL,INDEPENDENT,2766,3,2769,0.26
PUNJAB,3,KHADOOR SAHIB,12,GURPREET SINGH,INDEPENDENT,2609,0,2609,0.25
PUNJAB,3,KHADOOR SAHIB,13,AJIT SINGH,INDEPENDENT,2528,7,2535,0.24
PUNJAB,3,KHADOOR SAHIB,14,ARUN KUMAR,INDEPENDENT,2522,3,2525,0.24
PUNJAB,3,KHADOOR SAHIB,15,SURJIT SINGH BHIKHIWIND,INDEPENDENT,2367,4,2371,0.23
PUNJAB,3,KHADOOR SAHIB,16,KAWALJIT SINGH,INDEPENDENT,2290,4,2294,0.22
PUNJAB,3,KHADOOR SAHIB,17,HARJINDER SINGH,INDEPENDENT,1969,1,1970,0.19
PUNJAB,3,KHADOOR SAHIB,18,KANWALJIT SINGH,INDEPENDENT,1895,6,1901,0.18
PUNJAB,3,KHADOOR SAHIB,19,PARMINDER SINGH,INDEPENDENT,1802,1,1803,0.17
PUNJAB,3,KHADOOR SAHIB,20,JASWANT SINGH SOHAL,INDEPENDENT,1637,2,1639,0.16
PUNJAB,3,KHADOOR SAHIB,21,LAKHBIR SINGH,INDEPENDENT,1420,1,1421,0.14
PUNJAB,3,KHADOOR SAHIB,22,VIKRAMJIT SINGH,INDEPENDENT,1417,3,1420,0.14
PUNJAB,3,KHADOOR SAHIB,23,VIJAY KUMAR,INDEPENDENT,1388,0,1388,0.13
PUNJAB,3,KHADOOR SAHIB,24,DILBAGH SINGH,ALL INDIA MAZDOOR PARTY (RANGRETA),1363,11,1374,0.13
PUNJAB,3,KHADOOR SAHIB,25,SIMRANJEET SINGH,INDEPENDENT,1338,3,1341,0.13
PUNJAB,3,KHADOOR SAHIB,26,MAHINDER SINGH HAMIRA,INDEPENDENT,1044,2,1046,0.1
PUNJAB,3,KHADOOR SAHIB,27,NAVEEN KUMAR SHARMA,SANJHI VIRASAT PARTY,823,1,824,0.08
PUNJAB,3,KHADOOR SAHIB,28,NOTA,NONE OF THE ABOVE,3420,32,3452,0.33
PUNJAB,4,JALANDHAR,1,CHARANJIT SINGH CHANNI,INDIAN NATIONAL CONGRESS,389509,544,390053,39.43
PUNJAB,4,JALANDHAR,2,SUSHIL KUMAR RINKU,BHARATIYA JANATA PARTY,213702,358,214060,21.64
PUNJAB,4,JALANDHAR,3,PAWAN KUMAR TINU,AAM AADMI PARTY,208549,340,208889,21.12
PUNJAB,4,JALANDHAR,4,MOHINDER SINGH KAYPEE,SHIROMANI AKALI DAL,67811,100,67911,6.87
PUNJAB,4,JALANDHAR,5,ADVOCATE BALWINDER KUMAR,BAHUJAN SAMAJ PARTY,64856,85,64941,6.57
PUNJAB,4,JALANDHAR,6,SARABJIT SINGH KHALSA,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),19252,32,19284,1.95
PUNJAB,4,JALANDHAR,7,MASTER PARSHOTAM LAL BILGA,COMMUNIST PARTY OF INDIA  (MARXIST),5948,10,5958,0.6
PUNJAB,4,JALANDHAR,8,IQBAL CHAND MATTU,INDEPENDENT,1956,0,1956,0.2
PUNJAB,4,JALANDHAR,9,NEETU SHATTRA WALA,INDEPENDENT,1878,1,1879,0.19
PUNJAB,4,JALANDHAR,10,AMRISH BHAGAT,INDEPENDENT,1183,1,1184,0.12
PUNJAB,4,JALANDHAR,11,GURDEEP SINGH BITTU,INDEPENDENT,1112,1,1113,0.11
PUNJAB,4,JALANDHAR,12,RAJ KUMAR SAQI,PEOPLES PARTY OF INDIA (DEMOCRATIC),1087,1,1088,0.11
PUNJAB,4,JALANDHAR,13,SONIA,REPUBLICAN PARTY OF INDIA (ATHAWALE),1054,1,1055,0.11
PUNJAB,4,JALANDHAR,14,RAJWANT KAUR KHALSA,APNA SAMAJ PARTY,948,4,952,0.1
PUNJAB,4,JALANDHAR,15,BHAGAT GULSHAN AZAAD,DEMOCRATIC BHARATIYA SAMAJ PARTY,929,1,930,0.09
PUNJAB,4,JALANDHAR,16,RAMESH LAL KALA,INDEPENDENT,875,1,876,0.09
PUNJAB,4,JALANDHAR,17,ASHOK KUMAR JAKHU,INDEPENDENT,742,1,743,0.08
PUNJAB,4,JALANDHAR,18,BAL MUKAND BAWRA,GLOBAL REPUBLICAN PARTY,587,4,591,0.06
PUNJAB,4,JALANDHAR,19,PARAMJIT KAUR TEJI,INDEPENDENT,500,0,500,0.05
PUNJAB,4,JALANDHAR,20,TARACHAND SHEELA,LOKTANTRIK LOK RAJYAM PARTY,400,1,401,0.04
PUNJAB,4,JALANDHAR,21,NOTA,NONE OF THE ABOVE,4724,19,4743,0.48
PUNJAB,5,HOSHIARPUR,1,DR. RAJ KUMAR CHABBEWAL,AAM AADMI PARTY,302402,1457,303859,32.04
PUNJAB,5,HOSHIARPUR,2,YAMINI GOMAR,INDIAN NATIONAL CONGRESS,257936,1812,259748,27.39
PUNJAB,5,HOSHIARPUR,3,ANITA SOM PARKASH,BHARATIYA JANATA PARTY,198576,1418,199994,21.09
PUNJAB,5,HOSHIARPUR,4,SOHAN SINGH THANDAL,SHIROMANI AKALI DAL,91503,286,91789,9.68
PUNJAB,5,HOSHIARPUR,5,RANJIT KUMAR,BAHUJAN SAMAJ PARTY,47975,239,48214,5.08
PUNJAB,5,HOSHIARPUR,6,JASWANT SINGH,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),20680,243,20923,2.21
PUNJAB,5,HOSHIARPUR,7,JEEVAN SINGH TAMIL,BAHUJAN DRAVIDA PARTY,4607,14,4621,0.49
PUNJAB,5,HOSHIARPUR,8,ROHIT KUMAR TINKU,INDEPENDENT,2417,2,2419,0.26
PUNJAB,5,HOSHIARPUR,9,RAJESH,DEMOCRATIC BHARATIYA SAMAJ PARTY,2330,6,2336,0.25
PUNJAB,5,HOSHIARPUR,10,SONU SINGH PHAGWARA,INDEPENDENT,1871,13,1884,0.2
PUNJAB,5,HOSHIARPUR,11,DAVINDER SINGH,INDEPENDENT,1584,33,1617,0.17
PUNJAB,5,HOSHIARPUR,12,HARDEEP SINGH,NATIONALIST JUSTICE PARTY,1403,22,1425,0.15
PUNJAB,5,HOSHIARPUR,13,RAJPAL NADALI,BAHUJAN MUKTI PARTY,1138,2,1140,0.12
PUNJAB,5,HOSHIARPUR,14,BHIMRAO YASHWANT AMBEDKAR,GLOBAL REPUBLICAN PARTY,1034,7,1041,0.11
PUNJAB,5,HOSHIARPUR,15,SATPAL,INDEPENDENT,978,15,993,0.1
PUNJAB,5,HOSHIARPUR,16,DAVINDER KUMAR SAROYA,SAMAJ BHALAI MORCHA,923,7,930,0.1
PUNJAB,5,HOSHIARPUR,17,NOTA,NONE OF THE ABOVE,5453,99,5552,0.59
PUNJAB,6,ANANDPUR SAHIB,1,MALVINDER SINGH KANG,AAM AADMI PARTY,312241,976,313217,29.08
PUNJAB,6,ANANDPUR SAHIB,2,VIJAY INDER SINGLA,INDIAN NATIONAL CONGRESS,301414,957,302371,28.07
PUNJAB,6,ANANDPUR SAHIB,3,DR SUBHASH SHARMA,BHARATIYA JANATA PARTY,185836,742,186578,17.32
PUNJAB,6,ANANDPUR SAHIB,4,PREM SINGH CHANDUMAJRA,SHIROMANI AKALI DAL,117651,285,117936,10.95
PUNJAB,6,ANANDPUR SAHIB,5,JASVIR SINGH GARHI,BAHUJAN SAMAJ PARTY,89953,204,90157,8.37
PUNJAB,6,ANANDPUR SAHIB,6,KUSHAL PAL SINGH MANN,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),24725,106,24831,2.31
PUNJAB,6,ANANDPUR SAHIB,7,GAJJAN SINGH,INDEPENDENT,6164,7,6171,0.57
PUNJAB,6,ANANDPUR SAHIB,8,SIMPLE KUMAR,INDEPENDENT,2962,0,2962,0.27
PUNJAB,6,ANANDPUR SAHIB,9,SATPAL,INDEPENDENT,2294,3,2297,0.21
PUNJAB,6,ANANDPUR SAHIB,10,GURMIT SINGH,INDEPENDENT,2179,3,2182,0.2
PUNJAB,6,ANANDPUR SAHIB,11,DHARMINDER SINGH HARMAN,AKHIL BHARTIYA PARIVAR PARTY,2037,6,2043,0.19
PUNJAB,6,ANANDPUR SAHIB,12,SUNIL KUMAR,BHARTIYA JAN SAMMAN PARTY,1968,9,1977,0.18
PUNJAB,6,ANANDPUR SAHIB,13,ER DALJEET SINGH SAINI,BHARATHEEYA JAWAN KISAN PARTY,1710,5,1715,0.16
PUNJAB,6,ANANDPUR SAHIB,14,KULWINDER SINGH,DEMOCRATIC BHARATIYA SAMAJ PARTY,1651,1,1652,0.15
PUNJAB,6,ANANDPUR SAHIB,15,SUNAINA,BHARTIYA RASHTRIYA DAL,1621,19,1640,0.15
PUNJAB,6,ANANDPUR SAHIB,16,ADV KULWINDER SINGH,INDEPENDENT,1596,4,1600,0.15
PUNJAB,6,ANANDPUR SAHIB,17,MEGH RAJ,INDEPENDENT,1429,1,1430,0.13
PUNJAB,6,ANANDPUR SAHIB,18,HARWINDER KARWAL,INDEPENDENT,1309,2,1311,0.12
PUNJAB,6,ANANDPUR SAHIB,19,DAVINDER SINGH,INDEPENDENT,1164,11,1175,0.11
PUNJAB,6,ANANDPUR SAHIB,20,DARSHAN SINGH,PUNJAB NATIONAL PARTY,1164,8,1172,0.11
PUNJAB,6,ANANDPUR SAHIB,21,HANISH SHARMA,EKAM SANATAN BHARAT DAL,1072,4,1076,0.1
PUNJAB,6,ANANDPUR SAHIB,22,DEEPAK SHARMA,INDEPENDENT,1012,0,1012,0.09
PUNJAB,6,ANANDPUR SAHIB,23,PARMINDER SINGH,INDEPENDENT,930,0,930,0.09
PUNJAB,6,ANANDPUR SAHIB,24,YOG RAJ SAHOTA,REVOLUTIONARY SOCIALIST PARTY,925,0,925,0.09
PUNJAB,6,ANANDPUR SAHIB,25,RAMJAAN KHAN,INDEPENDENT,672,0,672,0.06
PUNJAB,6,ANANDPUR SAHIB,26,ROHTASH,INDEPENDENT,617,2,619,0.06
PUNJAB,6,ANANDPUR SAHIB,27,MANDAR SINGH,INDEPENDENT,555,0,555,0.05
PUNJAB,6,ANANDPUR SAHIB,28,KIRAN JAIN,HINDUSTAN SHAKTI SENA,507,8,515,0.05
PUNJAB,6,ANANDPUR SAHIB,29,NOTA,NONE OF THE ABOVE,6351,51,6402,0.59
PUNJAB,7,LUDHIANA,1,AMRINDER SINGH RAJA WARRING,INDIAN NATIONAL CONGRESS,321424,800,322224,30.42
PUNJAB,7,LUDHIANA,2,RAVNEET SINGH BITTU,BHARATIYA JANATA PARTY,300927,355,301282,28.45
PUNJAB,7,LUDHIANA,3,ASHOK PRASHAR PAPPI,AAM AADMI PARTY,236620,457,237077,22.38
PUNJAB,7,LUDHIANA,4,RANJIT SINGH DHILLON,SHIROMANI AKALI DAL,90073,147,90220,8.52
PUNJAB,7,LUDHIANA,5,KAMALJIT SINGH BRAR,INDEPENDENT,42462,38,42500,4.01
PUNJAB,7,LUDHIANA,6,AMRITPAL SINGH CHHANDRAN,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),18199,42,18241,1.72
PUNJAB,7,LUDHIANA,7,DAVINDER SINGH RAMGARHIA,BAHUJAN SAMAJ PARTY,10365,29,10394,0.98
PUNJAB,7,LUDHIANA,8,NARESH DHINGAAN,INDEPENDENT,2524,6,2530,0.24
PUNJAB,7,LUDHIANA,9,RAKESH KUMAR (RICKY),SUNAHARA BHARAT PARTY,2091,0,2091,0.2
PUNJAB,7,LUDHIANA,10,ER. BALDEV RAJ KATNA (DEBI),INDEPENDENT,2086,0,2086,0.2
